ROUTEID,ROUTENAME,ROADTYPE,BLOCKKEY,TOTALTRAVELLANES,TOTALTRAVELLANEWIDTH,TOTALTRAVELLANESINBOUND,TOTALTRAVELLANESOUTBOUND,SUMMARYDIRECTION,FHWAFUNCTIONALCLASS,NHSCODE,OWNERSHIP,SPEEDLIMITS_IB,SPEEDLIMITS_OB,STREETNAME,STREETTYPE,BLOCKID,DCFUNCTIONALCLASS,NHSTYPE,WARD_ID,ANC_ID,SMD_ID,BLOCK_NAME,ROAD,START,END,MIDPOINT,ADDRESS,MAR_ID,SURFACE_TYPE,OBJECTID,SHAPE,DC_MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS,SHAPELEN
11011762,AUDUBON TER NW,1,c5b58146ea00e299704eb2ca31035d12,2,16,1,1,BD,7,,1,,20,AUDUBON,TER,11011762-00001-11002902_11011762,19,,3,3F,3F03,2800 - 2899 BLOCK OF AUDUBON TERRACE NW,AUDUBON TERRACE NW,2800,2899,2850,"2850 AUDUBON TERRACE NW WASHINGTON, DC",805409,0,2780623,,1,1,0
11002902,29TH ST NW,1,453e32ae6a50313a234474f1f8379dea,1,16,1,0,IB,7,,1,,,29TH,ST,11002902-11002902_11020992-11002902_11026062,19,,3,3C,3C07,2900 - 2999 BLOCK OF 29TH STREET NW,29TH STREET NW,2900,2999,2950,"2950 29TH STREET NW WASHINGTON, DC",803451,0,2780624,,1,1,0
11031982,EASTERN AVE NW,1,727d9e2f0b40042dc7690f84b5ec1b24,2,28,1,1,BD,5,,1,,20,EASTERN,AVE,11031982-11001402_11031982_11064182-11031982_11032002,17,,4,4A,4A01,8100 - 8132 BLOCK OF EASTERN AVENUE NW,EASTERN AVENUE NW,8100,8132,8116,"8116 EASTERN AVENUE NW WASHINGTON, DC",809170,6,2780625,,1,1,0
11004502,45TH ST NW,1,98de59f0b68485e38555f083f9aaf971,2,26,1,1,BD,7,,1,,25,45TH,ST,11004502-11004502_11081902-11004502_11088072,19,,3,3E,3E06,4000 - 4099 BLOCK OF 45TH STREET NW,45TH STREET NW,4000,4099,4050,"4050 45TH STREET NW WASHINGTON, DC",803135,0,2780626,,1,1,0
11065262,NORTHAMPTON ST NW,1,0015696c2e88eac041997d320bdb61e8,2,16,1,1,BD,7,,1,,20,NORTHAMPTON,ST,11065262-11003302_11065262-11017812_11065262,19,,4,3/4G,3/4G04,3300 - 3399 BLOCK OF NORTHAMPTON STREET NW,NORTHAMPTON STREET NW,3300,3399,3350,"3350 NORTHAMPTON STREET NW WASHINGTON, DC",803714,0,2780627,,1,1,0
11059602,MASSACHUSETTS AVE NW,1,de0139c53924d7ff09e4c6bbaeb29425,5,48,2,3,BD,3,1,1,,20,MASSACHUSETTS,AVE,11059602-11038612_11059602-11059602_11064282_36003502,14,NHS Non-Interstate,6,6E,6E07,80 - 99 BLOCK OF MASSACHUSETTS AVENUE NW,MASSACHUSETTS AVENUE NW,80,99,90,"90 MASSACHUSETTS AVENUE NW WASHINGTON, DC",808640,7,2780628,,1,1,0
11039522,GARFIELD ST NW,1,a2d983ea2c608e655c4f6a68ac9caf1e,2,24,1,1,BD,7,,1,,25,GARFIELD,ST,11039522-11039522_11039582-11003102_11039522,19,,3,3C,3C07,3000 - 3099 BLOCK OF GARFIELD STREET NW,GARFIELD STREET NW,3000,3099,3050,"3050 GARFIELD STREET NW WASHINGTON, DC",814664,0,2780629,,1,1,0
11040042,GEORGIA AVE NW,1,eaf60fcf477382a3c535bb4eedd9a103,4,40,2,2,BD,3,1,1,,30,GEORGIA,AVE,11040042-11040042_11058372-11040042_11061362,14,NHS Non-Interstate,4,4D,4D01,5700 - 5899 BLOCK OF GEORGIA AVENUE NW,GEORGIA AVENUE NW,5700,5899,5800,"5800 GEORGIA AVENUE NW WASHINGTON, DC",809007,7,2780630,,1,1,0
11001602,16TH ST NW,1,eb7f4b0204f1e91f204792bec69c6101,5,50,3,2,BD,3,1,1,,30,16TH,ST,11001602-11001602_11037572-11001602_11050642_11076242,14,NHS Non-Interstate,4,4A,4A07,6100 - 6199 BLOCK OF 16TH STREET NW,16TH STREET NW,6100,6199,6150,"6150 16TH STREET NW WASHINGTON, DC",800280,6,2780631,,1,1,0
11025152,CONNECTICUT AVE NW,1,c66cab2ee7aac8dbd7ff2d09e83b532c,4,36,1,1,BD,3,1,1,,30,CONNECTICUT,AVE,11025152-11025152_11088072-11025152_11088922,14,NHS Non-Interstate,3,3F,3F05,4000 - 4199 BLOCK OF CONNECTICUT AVENUE NW,CONNECTICUT AVENUE NW,4000,4199,4100,"4100 CONNECTICUT AVENUE NW WASHINGTON, DC",801256,7,2780632,,1,1,0
11001402,14TH ST NW,1,2ca8a22477fc14442dff21f1172ac18f,2,18,1,1,BD,7,,1,,20,14TH,ST,11001402-11001402_11077282-11001402_11031982_11064182,19,,4,4A,4A01,8000 - 8099 BLOCK OF 14TH STREET NW,14TH STREET NW,8000,8099,8050,"8050 14TH STREET NW WASHINGTON, DC",807679,0,2780633,,1,1,0
11000302,3RD ST NW,1,addfe677813c29635ec794799fe54e31,2,32,1,1,BD,5,,1,,20,3RD,ST,11000302-11000302_11042442-11000302_11047772,17,,6,6E,6E07,800 - 899 BLOCK OF 3RD STREET NW,3RD STREET NW,800,899,850,"850 3RD STREET NW WASHINGTON, DC",800400,6,2780634,,1,1,0
11064022,NEVADA AVE NW,1,32757561a35bbf807fb172cdc5c30e95,2,22,1,1,BD,5,,1,,20,NEVADA,AVE,11064022-11060642_11064022-11054922_11064022,17,,3,3/4G,3/4G05,5400 - 5423 BLOCK OF NEVADA AVENUE NW,NEVADA AVENUE NW,5400,5423,5412,"5412 NEVADA AVENUE NW WASHINGTON, DC",802575,7,2780635,,1,1,0
11001602,16TH ST NW,1,9293e34312e93704e353bbc62c94b059,4,40,2,2,BD,3,1,1,,30,16TH,ST,11001602-11001602_11057592_11080992-11001602_11086842,14,NHS Non-Interstate,4,4A,4A04,6314 - 6399 BLOCK OF 16TH STREET NW,16TH STREET NW,6314,6399,6357,"6357 16TH STREET NW WASHINGTON, DC",810457,7,2780636,,1,1,0
11027492,DAVENPORT ST NW,1,348ec8bf238bdd26676e65ff7e4afcae,2,16,1,1,BD,7,,1,,20,DAVENPORT,ST,11027492-11004702_11027492-11004802_11027492,19,,3,3E,3E02,4700 - 4799 BLOCK OF DAVENPORT STREET NW,DAVENPORT STREET NW,4700,4799,4750,"4750 DAVENPORT STREET NW WASHINGTON, DC",800324,0,2780637,,1,1,0
11025152,CONNECTICUT AVE NW,1,5eb748749428da57219afe2d395659e4,4,36,1,1,BD,3,1,1,,30,CONNECTICUT,AVE,11025152-11010662_11025152-11017482_11025152,14,NHS Non-Interstate,3,3F,3F01,4530 - 4599 BLOCK OF CONNECTICUT AVENUE NW,CONNECTICUT AVENUE NW,4530,4599,4565,"4565 CONNECTICUT AVENUE NW WASHINGTON, DC",805557,7,2780638,,1,1,0
11003202,32ND ST NW,1,c8c1a813ed48179f96a77788fd8c88ca,2,16,1,1,BD,7,,1,,20,32ND,ST,11003202-11003202_11065262-11003202_11067142,19,,4,3/4G,3/4G04,5700 - 5799 BLOCK OF 32ND STREET NW,32ND STREET NW,5700,5799,5750,"5750 32ND STREET NW WASHINGTON, DC",814449,0,2780639,,1,1,0
11058782,MANSION CT NW,1,2f05209fbc21d147e65ff65fab5f25c4,1,16,0,0,BD,7,,5,,20,MANSION,CT,11058782-11058772_11058782-00001,19,,2,2E,2E01,3900 - 4099 BLOCK OF MANSION COURT NW,MANSION COURT NW,3900,4099,4000,"4000 MANSION COURT NW WASHINGTON, DC",808392,0,2780640,,5,26,0
11001502,15TH ST NW,1,6676b851be9514ab4d86654f536a9942,2,22,0,2,OB,4,,1,,25,15TH,ST,11001502-11001502_11048752-11001502_11001602,16,,1,1A,1A05,3100 - 3199 BLOCK OF 15TH STREET NW,15TH STREET NW,3100,3199,3150,"3150 15TH STREET NW WASHINGTON, DC",804283,7,2780641,,1,1,0
11040052A,GEORGETOWN CT NW,1,a74ef38792480e8680c721b543fd12b8,1,16,0,0,BD,7,,5,,20,GEORGETOWN,CT,11040052A-11040052A_11040052B-11040052A_11040052D,19,,2,2E,2E01,3914 - 3935 BLOCK OF GEORGETOWN COURT NW,GEORGETOWN COURT NW,3914,3935,3925,"3925 GEORGETOWN COURT NW WASHINGTON, DC",815676,0,2780642,,5,26,0
11003402,34TH ST NW,1,5ec49ab858608e515b74f0cf99978dce,1,10,1,0,IB,5,,1,,,34TH,ST,11003402-11003402_11075332-11003402_11074162,17,,2,2E,2E02,1680 - 1699 BLOCK OF 34TH STREET NW,34TH STREET NW,1680,1699,1690,"1690 34TH STREET NW WASHINGTON, DC",802138,6,2780643,,1,1,0
11003202,32ND ST NW,1,578e6747d2c64209621db20a6fc287ab,1,13,0,0,BD,7,,1,,20,32ND,ST,11003202-11003202_11094442-11003202_11008712,19,,4,3/4G,3/4G01,6651 - 6699 BLOCK OF 32ND STREET NW,32ND STREET NW,6651,6699,6675,"6675 32ND STREET NW WASHINGTON, DC",806398,0,2780644,,1,1,0
11002102,21ST ST NW,1,e05e993f9d87f8c6bc7cc6e7144d49da,2,29,2,0,IB,5,,1,,,21ST,ST,11002102-11002102_11019822-11002102_11089892,17,,2,2A,2A01,300 - 399 BLOCK OF 21ST STREET NW,21ST STREET NW,300,399,350,"350 21ST STREET NW WASHINGTON, DC",807598,6,2780645,,1,1,0
11004602,46TH ST NW,1,d354b1736ede09b161366a6a484c40c3,2,16,1,1,BD,7,,1,,25,46TH,ST,11004602-11004602_11011372-11004602_11037852C,19,,3,3D,3D07,2225 - 2299 BLOCK OF 46TH STREET NW,46TH STREET NW,2225,2299,2262,"2262 46TH STREET NW WASHINGTON, DC",808585,0,2780646,,1,1,0
11000502,5TH ST NW,1,43e5488f46df30a8fe3a9d23a7b98baa,2,25,1,1,BD,5,,1,,20,5TH,ST,11000502-11000502_11042442-11000502_11047772*1,17,,2,2C,2C01,800 - 899 BLOCK OF 5TH STREET NW,5TH STREET NW,800,899,850,"850 5TH STREET NW WASHINGTON, DC",801612,7,2780647,,1,1,0
11000502,5TH ST NW,1,eac1c90c33ac1435c0059604729a36ac,2,20,1,1,BD,5,,1,,20,5TH,ST,11000502-11000502_11026912_11048162-11000502_11031332,17,,2,2C,2C03,400 - 499 BLOCK OF 5TH STREET NW,5TH STREET NW,400,499,450,"450 5TH STREET NW WASHINGTON, DC",806279,4,2780648,,1,1,0
11067402,ONTARIO RD NW,1,5f144a7ce13753819ff9d3490e54e7ad,1,8,0,0,BD,7,,1,,20,ONTARIO,RD,11067402-11024312_11067402*1-11024312_11067402,19,,1,1C,1C04,2912 - 2999 BLOCK OF ONTARIO ROAD NW,ONTARIO ROAD NW,2912,2999,2956,"2956 ONTARIO ROAD NW WASHINGTON, DC",800668,0,2780649,,1,1,0
11001802,18TH ST NW,1,862fdc33131a6a82ef90d913106b99a2,2,16,1,1,BD,7,,1,,20,18TH,ST,11001802-11001802_11052322-11001802_11052522,19,,1,1D,1D01,3100 - 3155 BLOCK OF 18TH STREET NW,18TH STREET NW,3100,3155,3128,"3128 18TH STREET NW WASHINGTON, DC",808854,0,2780650,,1,1,0
11004402,44TH ST NW,1,13673496e435e4a9930d1fe1ae4a590d,2,24,1,1,BD,7,,5,,20,44TH,ST,11004402-11004402_11049982-11004402_11092692,19,,3,3E,3E04,5300 - 5399 BLOCK OF 44TH STREET NW,44TH STREET NW,5300,5399,5350,"5350 44TH STREET NW WASHINGTON, DC",804572,0,2780651,,5,26,0
11059602,MASSACHUSETTS AVE NW,1,ad655798410f4954f7824f8f0b1d271b,4,50,2,2,BD,3,1,1,,20,MASSACHUSETTS,AVE,11059602-11000302_11042442_11059602-11000402_11042442_11059602,14,NHS Non-Interstate,6,6E,6E08,300 - 399 BLOCK OF MASSACHUSETTS AVENUE NW,MASSACHUSETTS AVENUE NW,300,399,350,"350 MASSACHUSETTS AVENUE NW WASHINGTON, DC",817194,7,2780652,,1,1,0
11051352,KANSAS AVE NW,1,f0d1fedc86e8747df84743fc2b6d491b,4,44,2,2,BD,4,,1,,25,KANSAS,AVE,11051352-11051352_11069682_58015172-11051352_12023332_12051352,16,,4,4B,4B06,6000 - 6129 BLOCK OF KANSAS AVENUE NW,KANSAS AVENUE NW,6000,6129,6065,"6065 KANSAS AVENUE NW WASHINGTON, DC",813820,7,2780653,,1,1,0
11058762,MANOR PL NW,1,e5e4cdebfe69514a2c8f04db604ee3f4,2,16,1,1,BD,7,,1,,20,MANOR,PL,11058762-11058762_11068832-11058762_11090872,19,,1,1E,1E01,400 - 499 BLOCK OF MANOR PLACE NW,MANOR PLACE NW,400,499,450,"450 MANOR PLACE NW WASHINGTON, DC",808041,0,2780654,,1,1,0
11000802,8TH ST NW,1,4fea1ba65e156356934cbb4dc35cd897,1,10,1,0,IB,7,,1,,,8TH,ST,11000802-11000802_11027042-11000802_11029772,19,,4,4B,4B01,7100 - 7121 BLOCK OF 8TH STREET NW,8TH STREET NW,7100,7121,7111,"7111 8TH STREET NW WASHINGTON, DC",804470,,2780655,,1,1,0
11053042,KLINGLE ST NW,1,0c2adc9782c87a06636c6f68f9c9bdd3,2,16,1,1,BD,7,,1,,20,KLINGLE,ST,11053042-11043942_11053042-11053042_11057982,19,,3,3D,3D02,5200 - 5299 BLOCK OF KLINGLE STREET NW,KLINGLE STREET NW,5200,5299,5250,"5250 KLINGLE STREET NW WASHINGTON, DC",800748,0,2780656,,1,1,0
11002002,20TH ST NW,1,686fd66614e78947dba1d45f0e1994dc,2,22,1,1,BD,7,,1,,25,20TH,ST,11002002-11002002_11065842-11002002_11068382,19,,2,2B,2B02,1400 - 1499 BLOCK OF 20TH STREET NW,20TH STREET NW,1400,1499,1450,"1450 20TH STREET NW WASHINGTON, DC",814969,0,2780657,,1,1,0
11057982,MACOMB ST NW,1,28ac2d4ad909dfd8ea9497b32e09aecd,2,16,1,1,BD,7,,1,,20,MACOMB,ST,11057982-11057262_11057982-11057982_11059732,19,,3,3D,3D02,5051 - 5099 BLOCK OF MACOMB STREET NW,MACOMB STREET NW,5051,5099,5075,"5075 MACOMB STREET NW WASHINGTON, DC",814726,0,2780658,,1,1,0
11031332,E ST NW,1,404c7abf80e93efd59c478be0c3432db,3,30,1,2,BD,4,,1,,20,E,ST,11031332-11000702_11031332-11000802_11031332,16,,2,2C,2C03,700 - 799 BLOCK OF E STREET NW,E STREET NW,700,799,750,"750 E STREET NW WASHINGTON, DC",804176,6,2780659,,1,1,0
11028292,DEERFIELD RD NW,1,7a19a12156159a99a19e5743def64971,2,32,1,1,BD,7,,5,,20,DEERFIELD,RD,11028292-11028292_11060272-11028292_11037892,19,,3,3D,3D07,4460 - 4499 BLOCK OF DEERFIELD ROAD NW,DEERFIELD ROAD NW,4460,4499,4480,"4480 DEERFIELD ROAD NW WASHINGTON, DC",815854,0,2780660,,5,26,0
11011572,ASPEN ST NW,1,3cc677bb5924e02952887909cbae1955,2,26,1,1,BD,5,,1,,20,ASPEN,ST,11011572-11011572_11078062-11011572_11016382,17,,4,4B,4B04,250 - 299 BLOCK OF ASPEN STREET NW,ASPEN STREET NW,250,299,275,"275 ASPEN STREET NW WASHINGTON, DC",805887,6,2780661,,1,1,0
11000702,7TH ST NW,1,8fffcced06ad42e9918919b33fa1eeb0,2,22,1,1,BD,3,1,1,,20,7TH,ST,11000702-11000702_11075462-11000702_11074162,14,NHS Non-Interstate,2,2G,2G01,1624 - 1699 BLOCK OF 7TH STREET NW,7TH STREET NW,1624,1699,1662,"1662 7TH STREET NW WASHINGTON, DC",811345,7,2780662,,1,1,0
11045632,HILLYER PL NW,1,099e8712e33a927a26830454811734c7,1,10,1,0,IB,7,,1,,,HILLYER,PL,11045632-11002002_11045632_21025151-11002102_11045632,19,,2,2B,2B02,2000 - 2099 BLOCK OF HILLYER PLACE NW,HILLYER PLACE NW,2000,2099,2050,"2050 HILLYER PLACE NW WASHINGTON, DC",800049,0,2780663,,1,1,0
11042442,H ST NW,1,147cd17f0c0f9ce7d2dd4c5dab16cb83,4,42,4,0,IB,3,1,1,,,H,ST,11042442-11001602_11042442-11025152_11042442_11049202,14,NHS Non-Interstate,2,2A,2A07,1600 - 1615 BLOCK OF H STREET NW,H STREET NW,1600,1615,1608,"1608 H STREET NW WASHINGTON, DC",804517,6,2780664,,1,1,0
11011572,ASPEN ST NW,1,e8f53ee39e7cdc81f8a1ac9d3506ff8f,2,16,1,1,BD,5,,1,,25,ASPEN,ST,11011572-11011572_11070522-11000802_11011572,17,,4,4B,4B02,700 - 799 BLOCK OF ASPEN STREET NW,ASPEN STREET NW,700,799,750,"750 ASPEN STREET NW WASHINGTON, DC",806933,6,2780665,,1,1,0
11027492,DAVENPORT ST NW,1,4ef134bc5488b09ab30d75adb710a671,2,16,1,1,BD,7,,1,,20,DAVENPORT,ST,11027492-11004802_11027492-11011242_11027492,19,,3,3E,3E02,4800 - 4823 BLOCK OF DAVENPORT STREET NW,DAVENPORT STREET NW,4800,4823,4812,"4812 DAVENPORT STREET NW WASHINGTON, DC",813444,0,2780666,,1,1,0
11044002,HAWTHORNE ST NW,1,80b727118f6956947c2f85022c18bb59,1,10,0,0,BD,7,,1,,20,HAWTHORNE,ST,11044002-00001-11003202_11044002,19,,3,3C,3C07,3100 - 3199 BLOCK OF HAWTHORNE STREET NW,HAWTHORNE STREET NW,3100,3199,3150,"3150 HAWTHORNE STREET NW WASHINGTON, DC",802789,0,2780667,,1,1,0
11001102,11TH ST NW,1,7f1692ec4ce1e02491d41cce3d7fee7b,4,40,2,2,BD,4,,1,,20,11TH,ST,11001102-11001102_11034382-11001102_11038612,16,,2,2C,2C01,600 - 699 BLOCK OF 11TH STREET NW,11TH STREET NW,600,699,650,"650 11TH STREET NW WASHINGTON, DC",805689,7,2780668,,1,1,0
11056552,LOGAN CIR NW,1,94a1a6f8d32662bd7021412842d8a8a8,2,24,0,2,OB,3,1,1,,20,LOGAN,CIR,11056552-11056552_11089442-11001302_11056552*1,14,NHS Non-Interstate,2,2F,2F07,16 - 16 BLOCK OF LOGAN CIRCLE NW,LOGAN CIRCLE NW,16,16,16,"16 LOGAN CIRCLE NW WASHINGTON, DC",813310,7,2780669,,1,1,0
11041342A,GRANT CIR NW,1,8b92eb2087b746895ef45e2587ac7465,1,12,0,0,BD,7,,11,,20,GRANT,CIR,11041342A-11041342A_11055542-00001,19,,5,5A,5A05,0 - 0 BLOCK OF GRANT CIRCLE NW,GRANT CIRCLE NW,0,0,0,"0 GRANT CIRCLE NW WASHINGTON, DC",816032,0,2780670,,11,74,0
11020022,CALVERT ST NW,1,94939ebb0d7cde56f7a87930bd6896b2,2,16,1,1,BD,5,,1,,20,CALVERT,ST,11020022-11020022_11066432-11003602_11020022,17,,3,3B,3B02,3500 - 3599 BLOCK OF CALVERT STREET NW,CALVERT STREET NW,3500,3599,3550,"3550 CALVERT STREET NW WASHINGTON, DC",809884,7,2780671,,1,1,0
11067792,OREGON AVE NW,1,af8d0630e64472c3617a40e8d7bb9f41,2,22,1,1,BD,5,,1,,25,OREGON,AVE,11067792-11029772_11067792-11027362_11067792,17,,4,3/4G,3/4G01,6900 - 6940 BLOCK OF OREGON AVENUE NW,OREGON AVENUE NW,6900,6940,6920,"6920 OREGON AVENUE NW WASHINGTON, DC",810839,7,2780672,,1,1,0
11039522,GARFIELD ST NW,1,9accd56998b7dba3b213bab64a03f9a7,2,18,1,1,BD,7,,1,,20,GARFIELD,ST,11039522-11027172_11039522-11033672_11039522,19,,3,3D,3D04,5000 - 5027 BLOCK OF GARFIELD STREET NW,GARFIELD STREET NW,5000,5027,5014,"5014 GARFIELD STREET NW WASHINGTON, DC",817203,0,2780673,,1,1,0
11019632,BUTTERNUT ST NW,1,018ff9ca35048816359fd612c10b3330,2,23,1,1,BD,5,,1,,20,BUTTERNUT,ST,11019632-11000402_11019632-11000502_11019632,17,,4,4B,4B04,400 - 499 BLOCK OF BUTTERNUT STREET NW,BUTTERNUT STREET NW,400,499,450,"450 BUTTERNUT STREET NW WASHINGTON, DC",807780,7,2780674,,1,1,0
11001702,17TH ST NW,1,b81d1f2818115f36f335cef74e409582,1,14,0,0,BD,7,,1,,20,17TH,ST,11001702-11001702_11058562-11001702_11061362,19,,4,4E,4E02,5900 - 5999 BLOCK OF 17TH STREET NW,17TH STREET NW,5900,5999,5950,"5950 17TH STREET NW WASHINGTON, DC",804589,0,2780675,,1,1,0
11000502,5TH ST NW,1,1d95e9f009eac0bf925ce55077a06e85,2,24,1,1,BD,5,,1,,25,5TH,ST,11000502-11000502_11076242-11000502_11077352_47024802,17,,4,4B,4B03,6200 - 6213 BLOCK OF 5TH STREET NW,5TH STREET NW,6200,6213,6207,"6207 5TH STREET NW WASHINGTON, DC",805935,7,2780676,,1,1,0
11016382,BLAIR RD NW,1,c3e008ac8ed109cee9c4921f6f667c01,2,22,1,1,BD,5,,1,,25,BLAIR,RD,11016382-11016382_11035362-11016382_11040172,17,,4,4B,4B01,7300 - 7399 BLOCK OF BLAIR ROAD NW,BLAIR ROAD NW,7300,7399,7350,"7350 BLAIR ROAD NW WASHINGTON, DC",804409,7,2780677,,1,1,0
11009422,ALASKA AVE NW,1,c0769d95daf96618855bd3cc327cf9cc,2,20,1,1,BD,4,,1,,30,ALASKA,AVE,11009422-11001202_11009422-11009422_11051022,16,,4,4A,4A02,7700 - 7799 BLOCK OF ALASKA AVENUE NW,ALASKA AVENUE NW,7700,7799,7750,"7750 ALASKA AVENUE NW WASHINGTON, DC",806939,7,2780678,,1,1,0
11001302,13TH ST NW,1,8eb687b316a8f6e3522f9ecd7e245eb5,2,20,1,1,BD,4,,1,,25,13TH,ST,11001302-11001302_11056812-11001302_11058372,16,,4,4E,4E01,5600 - 5699 BLOCK OF 13TH STREET NW,13TH STREET NW,5600,5699,5650,"5650 13TH STREET NW WASHINGTON, DC",809425,7,2780679,,1,1,0
11009882,ALLISON ST NW,1,d4e17e961cd7eab597b771965dfbb581,2,16,1,1,BD,7,,1,,20,ALLISON,ST,11009882-11009882_11047902-11000702_11009882,19,,4,4C,4C05,600 - 699 BLOCK OF ALLISON STREET NW,ALLISON STREET NW,600,699,650,"650 ALLISON STREET NW WASHINGTON, DC",803454,0,2780680,,1,1,0
11004702,47TH ST NW,1,3da652ec8b2379ec846ac79fd424151d,2,18,1,1,BD,7,,1,,20,47TH,ST,11004702-11004702_11076892-11004702_11079042,19,,3,3D,3D02,3800 - 3899 BLOCK OF 47TH STREET NW,47TH STREET NW,3800,3899,3850,"3850 47TH STREET NW WASHINGTON, DC",801967,0,2780681,,1,1,0
11063182,N ST NW,1,fca22f23a75f437642e9c6a962c50e40,2,16,1,1,BD,7,,1,,20,N,ST,11063182-11000402_11063182-11000502_11063182,19,,2,2G,2G03,400 - 499 BLOCK OF N STREET NW,N STREET NW,400,499,450,"450 N STREET NW WASHINGTON, DC",811282,0,2780682,,1,1,0
11001702,17TH ST NW,1,73c6d7b11422fe92582e60fd84c171b7,1,16,0,1,OB,7,,1,,20,17TH,ST,11001702-11001702_11015012-11001702_11026392,19,,1,1C,1C08,2200 - 2299 BLOCK OF 17TH STREET NW,17TH STREET NW,2200,2299,2250,"2250 17TH STREET NW WASHINGTON, DC",813063,0,2780683,,1,1,0
11037892,FOXHALL RD NW,1,78175ea19ea8537d51ae67f9300511f1,4,40,2,2,BD,3,1,1,,20,FOXHALL,RD,11037892-11020212_11037892-11037892_11057912,14,NHS Non-Interstate,3,3D,3D06,4380 - 4411 BLOCK OF FOXHALL ROAD NW,FOXHALL ROAD NW,4380,4411,4396,"4396 FOXHALL ROAD NW WASHINGTON, DC",810787,7,2780684,,1,1,0
11010072,ALTON PL NW,1,a993c626df78a7581d377b3d6e91033b,2,16,1,1,BD,7,,1,,20,ALTON,PL,11010072-11004702_11010072-11004802_11010072,19,,3,3E,3E06,4700 - 4799 BLOCK OF ALTON PLACE NW,ALTON PLACE NW,4700,4799,4750,"4750 ALTON PLACE NW WASHINGTON, DC",807617,0,2780685,,1,1,0
11066692,OGDEN ST NW,1,b8fa8a563fce9b19bac40436ffc82e41,2,16,1,1,BD,7,,1,,20,OGDEN,ST,11066692-11044332_11066692-11066692_11081772,19,,1,1D,1D07,1529 - 1599 BLOCK OF OGDEN STREET NW,OGDEN STREET NW,1529,1599,1564,"1564 OGDEN STREET NW WASHINGTON, DC",804407,0,2780686,,1,1,0
11021122,CECIL PL NW,1,a2446f633fb8d1722353f298ee17469e,1,16,1,0,IB,7,,1,,,CECIL,PL,11021122-11021122_11091452-11021122_11041142,19,,2,2E,2E05,1000 - 1099 BLOCK OF CECIL PLACE NW,CECIL PLACE NW,1000,1099,1050,"1050 CECIL PLACE NW WASHINGTON, DC",814286,0,2780687,,1,1,0
11002302,23RD ST NW,1,dfd80fcfdb4effa6e00aa88b19c3527d,2,16,1,1,BD,7,,1,,20,23RD,ST,11002302-11002302_11094832-11002302_11094832*1,19,,2,2D,2D01,1930 - 1999 BLOCK OF 23RD STREET NW,23RD STREET NW,1930,1999,1965,"1965 23RD STREET NW WASHINGTON, DC",814857,0,2780688,,1,1,0
11067792,OREGON AVE NW,1,779446a83ea19598c4fc3a1a7c9d8e12,2,26,1,1,BD,5,,1,,25,OREGON,AVE,11067792-11046562_11067792-11067792_11076242,17,,4,3/4G,3/4G02,5800 - 5999 BLOCK OF OREGON AVENUE NW,OREGON AVENUE NW,5800,5999,5900,"5900 OREGON AVENUE NW WASHINGTON, DC",815994,7,2780689,,1,1,0
11002702,27TH ST NW,1,9e20ef6093dd39b5b847658684ff800c,2,22,2,0,IB,7,,1,,,27TH,ST,11002702-11002702_11047772-11002702_11050892_11093212_11093212A_11093212A_11093212A_36000182,19,,2,2A,2A04,900 - 999 BLOCK OF 27TH STREET NW,27TH STREET NW,900,999,950,"950 27TH STREET NW WASHINGTON, DC",807406,0,2780690,,1,1,0
11052602,KING ST NW,1,78b625d34c02d31c81775385f7e21a35,2,24,1,1,BD,7,,1,,20,KING,ST,11052602-11031982_11052602-00001,19,,4,4A,4A01,8100 - 8199 BLOCK OF KING STREET NW,KING STREET NW,8100,8199,8150,"8150 KING STREET NW WASHINGTON, DC",813633,0,2780691,,1,1,0
11067402,ONTARIO RD NW,1,7a64637a233f623c1c524d6f6944dca8,2,16,1,1,BD,7,,1,,20,ONTARIO,RD,11067402-11036722_11067402-11066972_11067402,19,,1,1C,1C08,2100 - 2321 BLOCK OF ONTARIO ROAD NW,ONTARIO ROAD NW,2100,2321,2211,"2211 ONTARIO ROAD NW WASHINGTON, DC",815522,0,2780692,,1,1,0
11066752,OGLETHORPE ST NW,1,ea2645933c1c3e7ff38683b87b61f46b,2,16,1,1,BD,7,,1,,20,OGLETHORPE,ST,11066752-11000302_11066752-11000332_11066752,19,,4,4B,4B06,300 - 321 BLOCK OF OGLETHORPE STREET NW,OGLETHORPE STREET NW,300,321,311,"311 OGLETHORPE STREET NW WASHINGTON, DC",810644,0,2780693,,1,1,0
11025152,CONNECTICUT AVE NW,1,04a0058e795e2587f8e30e17937efbe1,4,36,1,1,BD,3,1,1,,30,CONNECTICUT,AVE,11025152-11025152_11086122-11025152_11088072,14,NHS Non-Interstate,3,3F,3F05,4000 - 4099 BLOCK OF CONNECTICUT AVENUE NW,CONNECTICUT AVENUE NW,4000,4099,4050,"4050 CONNECTICUT AVENUE NW WASHINGTON, DC",801097,7,2780694,,1,1,0
11000402,4TH ST NW,1,cd00963b0f63e5c4d8dde78c0c93a0da,1,16,0,1,OB,7,,1,,20,4TH,ST,11000402-11000402_11018782-11000402_11026522,19,,4,4D,4D05,4600 - 4699 BLOCK OF 4TH STREET NW,4TH STREET NW,4600,4699,4650,"4650 4TH STREET NW WASHINGTON, DC",800924,0,2780695,,1,1,0
