OBJECTID,TRACT,BLKGRP,GEOID,GID,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,ASTHMA,CARDIO,MNTL_HLTH,OBESITY,INSURANCE,POP_UNDER,HOMEOWNR,OVERALL,LOW_UTC,POS_UTC,TRACT_1,TRACT_2,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
247,000100,2,110010001002,29,17.14,34.80203046,17.87,36.28426396,2.88089637,1.39866287,49.28,49.21,17.96,36.44,7.73,15.69,9.95,20.2,23.52,47.73,6.95,14.1,0.56,1.14,2.04,4.14,4.02,8.15,0.07,0.13891048,0,0,17.96,36.49,6.76,13.74,9.45,19.2,2.69,5.46,0.89,1.8,21.8,44.31,20.91,42.5,0,0,0.07,0.14,18.54,37.67526925,-0.58,-1.18526925,2.64669431,8.095056,31.74720076,0.33674494,6.39475758,7.7,3.7,7.4,17.3,3.6,0.10610465,12.6,9.46139077,63.51,19.2,11001000100,11001000100,UTC_BlockGroupPly2010_2020_29,{5B62560B-B647-4120-8169-D3FB64EAA8CD},0,0
248,000100,3,110010001003,30,16.63,34.63861695,17.45,36.34659446,1.83858479,0.13060729,48,48,17.69,36.86,3.52,7.32,14.9,31.05,26.8,55.82,4.48,9.34,0.53,1.11,1.97,4.1,4.91,10.23,0,0,0,0,17.69,36.86,3.31,6.9,5.94,12.37,2.63,5.48,0.08,0.16,24.37,50.77,24.29,50.61,0,0,0,0,17.52,36.5,0.17,0.36,2.14610421,5.47750262,31.85307076,0,1.87937711,7.7,3.7,7.4,17.3,3.6,0.12545126,12.6,9.02924169,63.14,12.37,11001000100,11001000100,UTC_BlockGroupPly2010_2020_30,{21A3A4B6-0960-42CA-96C5-CABFFEC37A02},0,0
249,007806,1,110010078061,314,19.03,25.99726776,22.55,30.80601093,4.90437158,0.09562842,73.21,73.21,22.55,30.8,13.02,17.78,12.01,16.41,37.56,51.3,10.91,14.91,2.41,3.29,2.54,3.47,9.68,13.22,0,0,0.08,0.12,22.55,30.8,12.96,17.7,17.82,24.34,4.87,6.65,0.06,0.08,32.84,44.86,32.7,44.66,0.08,0.12,0,0,22.62,30.89741839,-0.07,-0.09741839,10.48800942,6.647234,32.27468573,0.81655083,4.45421372,11.8,6.5,13.9,36.2,11.6,0.22120519,17.6,11.65261364,69.2,24.34,11001007806,11001007806,UTC_BlockGroupPly2010_2020_314,{3FD2BFC6-1B4F-4B21-9A7B-9607923423BF},0,0
250,005002,3,110010050023,255,4.19,23.88825542,5.49,31.28205128,3.06331154,-4.33048433,17.55,17.55,5.3,30.2,0.85,4.84,4.29,24.46,11.4,64.96,3.78,21.56,0.8,4.57,1.16,6.61,1.36,7.75,0,0,0,0,5.3,30.2,0.44,2.49,2.19,12.51,1.76,10.01,0.4,2.26,10.06,57.3,9.66,55.04,0,0,0,0,4.73,26.95156695,0.57,3.24843305,0.05578527,10.0137058,32.57034887,0.00153454,0,8.3,2.6,10.3,22.2,8.4,0.05819158,1.5,9.31290209,69.8,12.51,11001005002,11001005002,UTC_BlockGroupPly2010_2020_255,{06793C9B-C350-4C70-9C38-77DDCE25B5BE},0,0
251,007806,2,110010078062,315,21.83,22.49819643,24.26,25.00257652,5.58879594,3.08441585,97.02,97.02,25.03,25.8,15.49,15.97,14.01,14.44,56.49,58.23,13.51,13.92,6.01,6.19,4.6,4.75,18.36,18.93,0,0,0,0,25.03,25.8,15.31,15.78,25.9,26.69,10.59,10.91,0.15,0.15,46.09,47.51,45.95,47.36,0,0,0,0,27.25,28.08699237,-2.22,-2.28699237,5.31872891,10.90913968,32.3852467,2.48414625,0.06575987,11.8,6.5,13.9,36.2,11.6,0.53705318,17.6,11.95420859,74.2,26.69,11001007806,11001007806,UTC_BlockGroupPly2010_2020_315,{F8FEBFED-52CC-4A11-A6F8-B8039356DF53},0,0
252,005002,2,110010050022,254,2.95,13.03003534,4.95,21.8639576,4.72614841,-4.10777385,22.64,22.64,4.12,18.22,0.67,2.95,7.91,34.92,17.85,78.83,5.65,24.97,0.51,2.24,1.81,7.99,1.97,8.71,0,0,0,0,4.12,18.22,0.61,2.71,2.97,13.11,2.35,10.4,0.02,0.07,15.55,68.68,15.53,68.61,0,0,0,0,4.02,17.75618375,0.1,0.46381625,0,10.39655764,32.64694264,0.00356875,0,8.3,2.6,10.3,22.2,8.4,0.12762022,1.5,9.57346871,81.78,13.11,11001005002,11001005002,UTC_BlockGroupPly2010_2020_254,{E93A9E0B-FF61-40C3-B8B9-4F9C92C63F8D},0,0
253,005201,3,110010052013,259,0.86,9.07172996,1.24,13.08016878,3.36241124,-0.64602758,9.49,9.49,1.14,11.98,0.04,0.42,4.43,46.73,8.31,87.59,2.03,21.39,0.55,5.81,0.85,8.96,0.45,4.7,0,0,0,0,1.14,11.98,0.04,0.4,1.44,15.19,1.4,14.79,0,0,6.91,72.83,6.91,72.83,0,0,0,0,1.18,12.4341412,-0.04,-0.4541412,1.1529366,14.79967185,32.7294457,0,0,7.7,2.1,8.3,18.1,5,0.19944853,3.4,9.58335288,88.02,15.19,11001005201,11001005201,UTC_BlockGroupPly2010_2020_259,{44F68DBD-4F10-4790-B726-686559C0F116},0,0
254,005301,3,110010053013,263,2.24,11.14982578,3.13,15.57989049,0.89596814,-3.53409657,20.09,20.09,3.01,15,0.74,3.68,7.75,38.58,16.34,81.32,4.84,24.11,0.54,2.68,1.86,9.24,1.35,6.71,0,0,0,0,3.01,15,0.49,2.42,2.92,14.54,2.44,12.13,0.21,1.06,14.15,70.46,13.94,69.4,0,0,0,0,2.42,12.04579393,0.59,2.95420607,0,12.12456206,32.68819682,0.08836388,0,7.6,2,8,16.9,4.2,0.19561129,4.6,9.34197423,85,14.54,11001005301,11001005301,UTC_BlockGroupPly2010_2020_263,{A2DF1403-126B-44C0-BD47-3627ADD9CCD3},0,0
255,005500,5,110010055005,269,1.44,12.76595745,2.2,19.5035461,2.92553191,-3.81205674,11.28,11.28,1.96,17.42,0.22,1.91,4.44,39.4,9.1,80.67,2.24,19.85,0.65,5.75,0.86,7.64,0.91,8.02,0,0,0,0,1.96,17.42,0.2,1.79,1.73,15.31,1.52,13.51,0,0,7.59,67.27,7.59,67.27,0,0,0,0,1.77,15.69148936,0.19,1.72851064,1.74076357,13.51176925,32.80996605,0.03010864,0,8.1,2.8,9,18.5,4.7,0.19756839,3.6,9.61499783,82.58,15.31,11001005500,11001005500,UTC_BlockGroupPly2010_2020_269,{066C3073-27A2-42C3-A7F9-CD535F355EF2},0,0
256,005500,4,110010055004,268,1.63,13.23051948,2.26,18.34415584,2.43506494,-2.67857143,12.32,12.32,2.14,17.38,0.34,2.77,4.83,39.22,9.84,79.85,2.17,17.6,0.58,4.68,0.62,5.04,1.64,13.3,0,0,0,0,2.14,17.38,0.32,2.56,1.54,12.49,1.22,9.94,0,0,8.64,70.12,8.64,70.12,0,0,0,0,1.93,15.66558442,0.21,1.71441558,2.00416198,9.9343584,32.95474666,0,0,8.1,2.8,9,18.5,4.7,0.20034843,3.6,9.47961889,82.62,12.49,11001005500,11001005500,UTC_BlockGroupPly2010_2020_268,{7C5ADFB2-3D36-4B5D-AB2C-196D5C4A6B6D},0,0
257,005500,2,110010055002,266,14.55,27.29319077,15.71,29.06030337,3.81546891,2.04835631,55.03,54.63,16.65,30.25,8.11,14.75,14.28,25.96,29.84,54.23,7.24,13.17,1.35,2.46,3.62,6.58,3.35,6.08,0.4,0.72522992,0.02,0.04,16.65,30.48,5.9,10.8,10.9,19.95,5,9.14,2.16,3.95,27.08,49.58,24.91,45.59,0.02,0.04,0.4,0.73,16.92,30.97199341,-0.27,-0.49199341,0,9.63009907,32.70707938,2.74405284,9.88483562,8.1,2.8,9,18.5,4.7,0.19101124,3.6,9.90801044,69.52,19.95,11001005500,11001005500,UTC_BlockGroupPly2010_2020_266,{F59DB0C9-B89B-43FF-8D0B-21640222FE1D},0,0
258,008804,1,110010088041,275,3.93,16.28003314,4.59,19.01408451,5.34382767,2.6097763,24.14,24.14,4.67,19.33,2.14,8.87,7.13,29.52,17.33,71.8,4.05,16.79,0.07,0.29,1.02,4.22,5.06,20.98,0,0,0,0,4.67,19.33,2.13,8.83,3.23,13.37,1.1,4.54,0,0,16.25,67.29,16.25,67.29,0,0,0,0,5.22,21.62386081,-0.55,-2.29386081,3.28887274,4.54289015,32.47261737,0.00546731,0,11.8,5.5,13.6,34.8,10.6,0.3158694,10.5,10.84932571,80.67,13.37,11001008804,11001008804,UTC_BlockGroupPly2010_2020_275,{28CDE23D-F084-4F0B-9519-4FEE024314B1},0,0
259,010700,2,110010107002,438,5.45,8.70746126,6.92,11.05607925,0.43137881,-1.91723918,62.6,62.6,6.42,10.26,1.03,1.65,26.58,42.46,55.14,88.09,15.68,25.04,1.71,2.74,6.97,11.13,4.21,6.72,0,0,0,0,6.42,10.26,0.79,1.26,9.45,15.1,8.66,13.84,0.18,0.29,46.72,74.64,46.54,74.35,0,0,0,0,5.72,9.13738019,0.7,1.12261981,0.72602707,13.83590117,32.58792277,0.26845513,0,8.4,2.1,10,16.6,5.1,0.32394366,8.7,9.88781843,89.74,15.1,11001010700,11001010700,UTC_BlockGroupPly2010_2020_438,{6F0DEC0A-EE16-4170-B733-B6C61BE37A3C},0,0
260,000202,4,110010002024,17,25.53,31.5029615,26.58,31.82090267,2.97524193,2.65730076,185.92,83.17,30,16.14,7.09,3.81,19.48,10.48,46.08,24.79,13.3,7.15,1.79,0.96,6.52,3.5,4.99,2.69,102.75,55.26560969,0,0,30,36.07,4.88,5.87,12.04,14.47,7.15,8.6,2.12,2.55,41.13,49.46,39.01,46.9,0,0,102.75,123.54,28.71,34.51965853,1.29,1.55034147,0.60535797,11.66916644,31.84994945,0.42222079,3.70434817,8.7,2.6,10.3,15.8,4.8,0.42197125,16.2,9.86202254,63.93,14.47,11001000202,11001000202,UTC_BlockGroupPly2010_2020_17,{E3618E0B-07FB-40E5-9D7E-CFF7B3BFADC0},0,0
261,005201,1,110010052011,257,0.85,6.25,1.28,9.41176471,-0.29411765,-3.45588235,13.59,13.59,0.98,7.22,0.82,6.06,4.97,36.57,11.79,86.72,3.57,26.27,0.81,5.99,1.22,8.99,1.21,8.89,0,0,0,0,0.98,7.22,0.2,1.51,2.11,15.53,1.91,14.03,0.61,4.47,10.5,77.24,9.89,72.77,0,0,0,0,0.81,5.9602649,0.17,1.2597351,3.75432263,14.01874376,32.76246368,1.0379528,0,7.7,2.1,8.3,18.1,5,0.0697224,3.4,9.5904182,92.78,15.53,11001005201,11001005201,UTC_BlockGroupPly2010_2020_257,{AB470FF1-108E-40C4-A985-51E5959FEB03},0,0
262,004902,1,110010049021,249,1.66,10.21538462,2.42,14.89230769,1.29939371,-3.37752937,16.25,16.25,2.1,12.94,0.54,3.35,4.98,30.63,13.58,83.54,3.49,21.47,1.89,11.63,1.18,7.24,2.04,12.57,0,0,0.03,0.17,2.1,12.94,0.53,3.24,3.61,22.21,3.08,18.97,0,0.01,10.54,64.85,10.51,64.67,0.03,0.17,0,0,1.87,11.50769231,0.23,1.43230769,4.1319131,18.9716107,32.72321652,1.8475357,0,9.2,2.6,11.8,23.7,9.2,0.59597523,0.8,10.98016351,87.06,22.21,11001004902,11001004902,UTC_BlockGroupPly2010_2020_249,{C4F5328E-5483-4CC9-B345-8211887C9387},0,0
263,004802,1,110010048021,245,7.3,21.1778358,9.58,27.79228314,3.5755014,-3.03894594,34.47,34.47,8.22,23.86,3.31,9.6,9.43,27.37,22.93,66.51,5.51,15.98,1.66,4.82,2.11,6.13,4.21,12.2,0,0,0.01,0.04,8.22,23.86,2.95,8.55,6.79,19.69,3.84,11.14,0.26,0.75,19.46,56.45,19.19,55.66,0.01,0.04,0,0,8.53,24.74615608,-0.31,-0.88615608,7.15843784,11.14447421,33.91857845,1.26575289,0,9.5,3.4,10.7,23.7,8.2,0.10910224,12.9,10.56232594,76.14,19.69,11001004802,11001004802,UTC_BlockGroupPly2010_2020_245,{EF9C1C05-87C5-4A19-A7DF-E1E8136AD6B1},0,0
264,004802,2,110010048022,246,3.95,10.75708061,6.29,17.12962963,2.82854422,-3.5440048,36.72,36.72,5.4,14.71,1.95,5.3,10.77,29.33,29.31,79.82,6.54,17.81,4.08,11.11,3.91,10.65,4.01,10.92,0,0,0.06,0.17,5.4,14.71,1.85,5.04,9.91,26.99,8.06,21.95,0.01,0.03,21.41,58.3,21.33,58.09,0.06,0.17,0,0,4.99,13.58932462,0.41,1.12067538,14.95999766,21.94944506,33.65454527,1.34241261,0,9.5,3.4,10.7,23.7,8.2,0.43066062,12.9,11.7057919,85.29,26.99,11001004802,11001004802,UTC_BlockGroupPly2010_2020_246,{75571B9E-82C0-40E3-8E93-0863B1C4A1EB},0,0
265,009602,2,110010096022,363,44.76,21.75138497,71.03,34.15560685,14.56752691,2.16330503,225.39,208.81,69.82,30.98,49.28,21.87,15.77,7,89.69,39.79,12.41,5.51,20.33,9.02,5.3,2.35,35.89,15.92,16.57,7.35374249,0.01,0.01,69.82,33.44,48.58,23.26,74.25,35.56,25.67,12.29,0.62,0.3,64.74,31,64.11,30.7,0.01,0.01,16.57,7.94,75.3,36.06149131,-5.48,-2.62149131,7.28804818,15.56370454,31.15508345,8.16933711,16.30519095,14,5.9,18.8,39.5,14.5,0.6592845,6.5,13.35426343,66.56,35.56,11001009602,11001009602,UTC_BlockGroupPly2010_2020_363,{FAA39D07-E852-4408-8F12-9B40B28D9267},0,0
266,000202,3,110010002023,5,8.95,23.44773382,8.62,22.58318051,0.57636888,1.44092219,38.18,38.18,10.14,26.56,1.5,3.92,13.96,36.58,26.54,69.52,5.46,14.31,1.05,2.76,2.46,6.45,3.59,9.42,0,0,0,0,10.14,26.56,1.42,3.71,5.01,13.12,3.59,9.41,0.01,0.01,23.03,60.32,23.02,60.31,0,0,0,0,9.17,24.01781037,0.97,2.54218963,1.35885744,9.40786754,32.8829984,0,0,8.7,2.6,10.3,15.8,4.8,0.38998836,16.2,9.85784554,73.44,13.12,11001000202,11001000202,UTC_BlockGroupPly2010_2020_5,{89074698-933F-4E9E-9612-A3102DFBF38C},0,0
267,008802,4,110010088024,273,4.67,20.35745423,4.44,19.35483871,1.0462075,2.04882302,22.94,22.94,3.93,17.14,1.01,4.42,7.55,32.92,17.99,78.44,4.18,18.22,0,0,0.88,3.85,5.38,23.45,0,0,0,0,3.93,17.14,1.01,4.38,1.9,8.27,0.89,3.89,0,0,17.11,74.59,17.11,74.59,0,0,0,0,4.91,21.40366173,-0.98,-4.26366173,1.39708111,3.89077872,32.64423309,0,0,11.1,5.4,11.8,30.7,9.4,0.28345802,13.9,10.48824583,82.86,8.27,11001008802,11001008802,UTC_BlockGroupPly2010_2020_273,{EA69D706-2C98-4BCE-B51B-0037E402924F},0,0
268,000100,4,110010001004,1,90.59,55.32889513,90.53,54.20958084,0.64628858,1.76560287,287.27,163.37,85.2,29.66,12.39,4.31,32.09,11.17,65.77,22.89,14.68,5.11,2.03,0.71,9.07,3.16,7.9,2.75,123.9,43.12991118,0.01,0,85.2,52.15,10.56,6.46,20.91,12.8,10.35,6.34,1.69,1.04,57.25,35.04,55.55,34,0.01,0,123.9,75.84,92.93,56.88314868,-7.73,-4.73314868,0.54780464,8.0510004,31.51609167,0.0083484,4.48737983,7.7,3.7,7.4,17.3,3.6,0.16294643,12.6,8.9922018,47.85,12.8,11001000100,11001000100,UTC_BlockGroupPly2010_2020_1,{4EAAD3E5-7063-4400-A252-CF99C87BD5E4},0,0
269,004701,2,110010047012,242,5.34,9.49333333,7.66,13.61777778,1.77978189,-2.34466256,56.24,56.24,6.89,12.25,5.7,10.13,11.67,20.74,43.65,77.61,12.76,22.69,7.16,12.74,5.78,10.27,6.28,11.16,0,0,0.01,0.02,6.89,12.25,4.33,7.71,17.38,30.91,13.05,23.2,1.16,2.07,31.97,56.85,30.8,54.76,0.01,0.02,0,0,6.34,11.27311522,0.55,0.97688478,5.80287209,23.20128645,33.83797974,4.12891938,0,10.7,5.3,13.3,28.8,10.5,0.26836735,6.3,11.92388313,87.75,30.91,11001004701,11001004701,UTC_BlockGroupPly2010_2020_242,{3E1E408E-023E-4ABA-BB66-9C7D4A26F85B},0,0
270,005500,3,110010055003,267,4.25,10.4679803,6,14.77832512,2.3367476,-1.97359722,40.6,40.6,5.36,13.21,1.32,3.26,17.34,42.71,33.91,83.53,8.26,20.34,0.8,1.97,4.72,11.63,2.79,6.88,0,0,0,0,5.36,13.21,0.76,1.87,5.7,14.05,4.94,12.18,0.52,1.28,29.53,72.74,29.01,71.47,0,0,0,0,5.2,12.80788177,0.16,0.40211823,0,12.17783228,33.21117048,0.05362806,0,8.1,2.8,9,18.5,4.7,0.21902017,3.6,9.64257897,86.79,14.05,11001005500,11001005500,UTC_BlockGroupPly2010_2020_267,{684A06BF-D7B3-4322-A67F-3CADD32708AB},0,0
271,004902,2,110010049022,250,2.58,5.26960784,3.58,7.3120915,0.46859922,-1.57388444,48.95,48.95,3.32,6.78,0.53,1.09,27.24,55.64,45.07,92.07,9.93,20.29,0.8,1.63,3.55,7.26,3.55,7.25,0,0,0.03,0.06,3.32,6.78,0.36,0.74,4.7,9.6,4.34,8.86,0.13,0.26,40.93,83.62,40.78,83.3,0.03,0.06,0,0,2.81,5.74055158,0.51,1.03944842,0.80725704,8.86146653,32.64563526,1.06425034,0,9.2,2.6,11.8,23.7,9.2,0.17822839,0.8,9.87409823,93.22,9.6,11001004902,11001004902,UTC_BlockGroupPly2010_2020_250,{9E63C24A-E6E5-491D-A168-E6D37683D56B},0,0
272,005002,1,110010050021,253,1.05,10.70336391,1.52,15.49439348,2.65035678,-2.14067278,9.81,9.81,1.55,15.82,0.26,2.65,3.63,36.96,8,81.52,2.14,21.8,0.24,2.46,0.76,7.77,1.23,12.54,0,0,0,0,1.55,15.82,0.25,2.55,1.26,12.88,1.01,10.33,0,0,7,71.3,7,71.3,0,0,0,0,1.31,13.35372069,0.24,2.46627931,0.27295097,10.33761963,32.62391585,0.38117761,0,8.3,2.6,10.3,22.2,8.4,0.48199712,1.5,10.00564136,84.18,12.88,11001005002,11001005002,UTC_BlockGroupPly2010_2020_253,{76A19FA6-918F-40D8-9BDB-C61BF4568613},0,0
273,008903,1,110010089031,277,6.56,12.14589891,6.64,12.29401963,4.62877245,4.48065173,54.02,54.02,7.73,14.32,3.65,6.75,13.53,25.05,42.64,78.93,12.05,22.3,2.65,4.9,2.82,5.22,11.6,21.47,0,0,0,0,7.73,14.32,3.63,6.72,9.11,16.87,5.48,10.15,0,0,37.17,68.82,37.17,68.82,0,0,0,0,9.06,16.77156609,-1.33,-2.45156609,3.34775239,10.15162281,32.49723921,0.12864221,0.6376806,12,6.3,14.2,36.7,10.8,0.44833265,7.8,11.4344302,85.68,16.87,11001008903,11001008903,UTC_BlockGroupPly2010_2020_277,{F02E1192-E24B-4F92-ACAA-E351922F8157},0,0
274,010100,2,110010101002,424,2.17,4.73385689,3.32,7.2425829,1.5502365,-0.95848951,45.84,45.84,3,6.54,0.5,1.09,22.49,49.07,42.34,92.36,12.67,27.63,0.46,1,4.51,9.84,2.21,4.82,0,0,0,0.01,3,6.54,0.45,0.99,5.44,11.87,4.99,10.88,0.02,0.05,37.4,81.59,37.37,81.53,0,0.01,0,0,2.88,6.28272251,0.12,0.25727749,0,10.87945633,32.60033346,0,0,7.7,2.9,8.6,18,5.9,0.33759591,0.9,9.61267387,93.46,11.87,11001010100,11001010100,UTC_BlockGroupPly2010_2020_424,{E9DC1FEB-7EB0-4D88-885C-46AECDA86CA8},0,0
275,008802,3,110010088023,272,8.63,19.32377967,10.09,22.59292432,6.26959248,3.00044783,44.66,44.66,10.1,22.61,4.82,10.8,11.6,25.98,29.74,66.59,6.4,14.32,1.09,2.44,1.79,4.02,8.86,19.84,0,0,0,0,10.1,22.61,4.74,10.61,7.65,17.12,2.91,6.51,0.06,0.13,26.92,60.27,26.86,60.14,0,0,0,0,11.43,25.59337215,-1.33,-2.98337215,5.42170675,6.5118299,33.17982633,3.47224419,0,11.1,5.4,11.8,30.7,9.4,0.30883567,13.9,11.02881173,77.39,17.12,11001008802,11001008802,UTC_BlockGroupPly2010_2020_272,{1489DFF1-5196-4446-B309-EF1E5212ECD1},0,0
276,008903,2,110010089032,278,2.6,13,2.87,14.35,1.55727864,0.20727864,19.99,19.99,2.64,13.23,5.7,28.52,4.14,20.7,11.64,58.25,3.61,18.05,0.18,0.88,1.1,5.52,2.62,13.09,0,0,0,0,2.64,13.23,5.19,25.94,6.47,32.38,1.29,6.44,0.51,2.55,10.87,54.39,10.36,51.84,0,0,0,0,2.91,14.55727864,-0.27,-1.32727864,16.432289,6.43660691,31.83321519,0.06188354,2.90569636,12,6.3,14.2,36.7,10.8,0.58438576,7.8,12.18877182,86.77,32.38,11001008903,11001008903,UTC_BlockGroupPly2010_2020_278,{19CCD183-26BE-4D2E-8DE6-65601494C8E0},0,0
277,010600,1,110010106001,434,3.49,18.11105345,5.27,27.34820965,5.76024909,-3.47690711,19.27,19.27,3.96,20.57,0.75,3.87,5.73,29.72,14.56,75.56,4,20.78,0,0,0.79,4.13,4.03,20.94,0,0,0,0,3.96,20.57,0.72,3.73,1.53,7.94,0.81,4.21,0.01,0.05,13.77,71.48,13.76,71.43,0,0,0,0,4.6,23.87130254,-0.64,-3.30130254,0.66481195,4.20861371,33.63002956,0,0,9,2.5,9.1,22.1,5.3,0.41850594,4.8,9.66932068,79.43,7.94,11001010600,11001010600,UTC_BlockGroupPly2010_2020_434,{B85835B3-4881-4DC1-9564-0EA42AB79ABA},0,0
278,008802,1,110010088021,348,2.79,16.51865009,2.75,16.28182356,3.6116045,3.84843102,16.89,16.89,2.99,17.72,1.64,9.71,4.78,28.32,12.26,72.57,3.35,19.81,0.3,1.76,0.7,4.14,3.13,18.54,0,0,0,0,2.99,17.72,1.63,9.63,2.64,15.6,1.01,5.98,0,0,11.26,66.68,11.26,66.68,0,0,0,0,3.4,20.13025459,-0.41,-2.41025459,5.04695705,5.97793125,32.71857694,0,0,11.1,5.4,11.8,30.7,9.4,0.20879121,13.9,10.7391378,82.28,15.6,11001008802,11001008802,UTC_BlockGroupPly2010_2020_348,{7D46D348-72AC-466D-A5FC-2FF563CA5553},0,0
279,010700,1,110010107001,437,10.48,6.64510811,11.39,7.22165864,-0.24769497,-0.8242455,157.72,157.72,11.25,7.13,1.8,1.14,75.98,48.17,144.66,91.72,41.89,26.56,1.6,1.02,18.86,11.96,6.33,4.02,0,0,0.01,0,11.25,7.13,0.7,0.44,20.89,13.24,20.19,12.8,0.98,0.62,125.58,79.62,124.59,78.99,0.01,0,0,0,10.09,6.39741314,1.16,0.73258686,0.19732404,12.79869366,32.5184435,0.03418343,0,8.4,2.1,10,16.6,5.1,0.38391502,8.7,9.88683834,92.87,13.24,11001010700,11001010700,UTC_BlockGroupPly2010_2020_437,{DCC98B5B-74F1-4845-A184-7F2791BDC0DC},0,0
280,005002,4,110010050024,256,0.87,11.2987013,1.22,15.84415584,2.85714286,-1.68831169,7.7,7.7,1.13,14.65,0.15,1.99,2.64,34.34,6.42,83.36,1.92,24.95,0.53,6.89,0.57,7.35,0.76,9.83,0,0,0,0,1.13,14.65,0.14,1.8,1.25,16.23,1.11,14.43,0,0,5.32,69.12,5.32,69.12,0,0,0,0,1.09,14.15584416,0.04,0.49415584,4.92162332,14.42196863,32.55711126,2.13279292,0,8.3,2.6,10.3,22.2,8.4,0.32991803,1.5,10.22070823,85.35,16.23,11001005002,11001005002,UTC_BlockGroupPly2010_2020_256,{5216FA2A-8714-4ABF-AB5C-4C1CA6F72C4B},0,0
281,004701,1,110010047011,241,2.43,10.50583658,3.65,15.78037181,5.09485487,-0.17968037,23.13,23.13,2.45,10.58,3.05,13.19,2.19,9.47,17.63,76.23,4.06,17.57,4.01,17.35,1.74,7.51,5.63,24.33,0,0,0,0,2.45,10.58,2.98,12.9,8.76,37.86,5.77,24.96,0.04,0.19,11.93,51.56,11.88,51.37,0,0,0,0,3.61,15.60743623,-1.16,-5.02743623,7.17995266,24.96693802,33.57640624,19.85478758,0,10.7,5.3,13.3,28.8,10.5,0.64803313,6.3,13.00519903,89.42,37.86,11001004701,11001004701,UTC_BlockGroupPly2010_2020_241,{6ED33716-84B9-4DE0-A070-10D3EE7D0315},0,0
282,010100,1,110010101001,423,10.14,10.40854034,12.46,12.78998152,1.25230959,-1.1291316,97.42,97.42,11.83,12.15,2.57,2.64,38.83,39.86,83.01,85.21,29.68,30.46,0.33,0.34,11.92,12.24,2.25,2.31,0,0,0,0,11.83,12.15,0.45,0.46,12.12,12.45,11.67,11.98,2.04,2.1,73.46,75.41,71.42,73.31,0,0,0,0,11.36,11.66084993,0.47,0.48915007,0,11.98356791,32.68129498,0.20730351,0,7.7,2.9,8.6,18,5.9,0.10782241,0.9,9.35438869,87.85,12.45,11001010100,11001010100,UTC_BlockGroupPly2010_2020_423,{18A3568E-E95D-4F1E-9C06-453B7AEEB6BE},0,0
283,009602,1,110010096021,356,16.74,14.50355224,21.3,18.44954526,4.71423784,0.76824483,115.62,115.61,19.61,16.96,18.01,15.58,14.66,12.68,77.98,67.45,19.96,17.27,15.47,13.38,5.45,4.71,22.44,19.41,0,0.00170983,0.02,0.02,19.61,16.96,17.9,15.48,38.89,33.63,20.99,18.15,0.04,0.03,57.12,49.41,57.06,49.36,0.02,0.02,0,0,22.21,19.2111409,-2.6,-2.2511409,6.73481319,18.18721839,32.24963417,0.065081,0.41629123,14,5.9,18.8,39.5,14.5,0.49627422,6.5,12.60313282,83.04,33.63,11001009602,11001009602,UTC_BlockGroupPly2010_2020_356,{1410147D-3D40-4B96-89F0-336D7E48DB9B},0,0
284,008904,1,110010089041,279,8.83,12.66312921,9.96,14.28366557,2.52402122,0.90348487,69.73,69.73,11.35,16.28,17.64,25.29,15.76,22.6,40.74,58.42,7.18,10.3,5.68,8.15,4.71,6.75,7.41,10.63,0,0,0,0,11.35,16.28,16.26,23.32,26.7,38.29,10.44,14.97,1.32,1.9,31.68,45.43,30.35,43.53,0,0,0,0,10.59,15.18715044,0.76,1.09284956,13.58377042,14.97185226,32.14315591,23.63890726,0,12.5,5.8,14.7,35.8,11.9,0.56182473,3.8,12.96237433,83.72,38.29,11001008904,11001008904,UTC_BlockGroupPly2010_2020_279,{14712231-D8B1-49E7-8FCD-7569D30F38EC},0,0
